accession_num|name|date|url|img_urls
AKM264 (fol.161v)|Shaykh Safi al-Din’s dream about the rise of the Chubanids|Sha’ban 990 AH/September 1582 AD|https://www.agakhanmuseum.org/collection/artifact/shaykh-safi-al-din-s-dream-about-the-rise-of-the-chubanids-akm264-fol161|https://www.agakhanmuseum.org/dataset-images/x5w1o0dus1-880cdd02-5911-4d18-a0c2-e583ceaaaac9/AKM264.f161v_HERO.jpg
AKM264 (fol.138r)|Shaykh Safi al-Din saving the caravan of Khwajeh Amin al-Din|Sha’ban 990 AH/September 1582 AD|https://www.agakhanmuseum.org/collection/artifact/shaykh-safi-al-din-saving-the-caravan-of-khvaja-amin-al-din-akm264-fol138r|https://www.agakhanmuseum.org/dataset-images/x5tqr7mi5n-6e8ad2bb-4001-4635-b681-e8116b6c704b/AKM264.f138r_HERO.jpg
AKM264 (fol.116v)|Pir (elder) Ali Parniqi’s dream of the shaykh with Prophet Muhammad|Sha’ban 990 AH/September 1582 AD|https://www.agakhanmuseum.org/collection/artifact/pir-elder-ali-parniqi-s-dream-of-the-shaykh-with-prophet-muhammad-akm264-fol116v|https://www.agakhanmuseum.org/dataset-images/x5quv2qwzm-0a785aac-78ab-4d6f-9454-0fe40079b3bf/AKM264.f116v_HERO.jpg
AKM264 (fol.85r)|The war of two Il-Khanid rulers, Arghun Khan vs. Sultan Ahmad|Sha’ban 990 AH/September 1582 AD|https://www.agakhanmuseum.org/collection/artifact/the-war-of-two-il-khanid-rulers-arghun-khan-vs-sultan-ahmad-akm264-fol85r|https://www.agakhanmuseum.org/dataset-images/x5m70hp88t-688bf503-6480-4deb-9b49-e2d061868376/AKM264.f85r_HERO.jpg
AKM264 (fol.76v)|Shaykh Zahid saving Surkheh (red) Faqih from the “Dragon of the Mind”|Sha’ban 990 AH/September 1582 AD|https://www.agakhanmuseum.org/collection/artifact/shaykh-zahid-saving-sorhe-red-faqih-from-the-dragon-of-the-mind-akm264-fol76v|https://www.agakhanmuseum.org/dataset-images/x59zjo14hz-4312f07e-c224-46ca-b9ac-de2829c0f3d5/AKM264.f76v_HERO.jpg
AKM708|Plan of an Encampment|ca. 1800|https://www.agakhanmuseum.org/collection/artifact/plan-of-an-encampment-akm708|https://www.agakhanmuseum.org/dataset-images/c0qomlcf7m-4f3e51b0-5fff-4b84-8458-2cf7153ded13/AKM708_2014_HERO.jpg
AKM284.13|Zulaykha Touches Yusuf’s Skirt|ca. 1604|https://www.agakhanmuseum.org/collection/artifact/zulaykha-touches-yusufs-skirt-akm284.13|https://www.agakhanmuseum.org/dataset-images/c0g7chz2p7-4f8e3c79-6d1c-4635-bedc-b9c10445b0bd/AKM284.13_f73r_2018_HERO.jpg
AKM280.40|Shah Ramin and His Companions before the Marvellous City of Dar ul-Bekam (The Palace of Fulfilled Desire)|1593–1594|https://www.agakhanmuseum.org/collection/artifact/shah-ramin-and-his-companions-before-the-marvellous-city-of-dar-ul-bekam-the-palace-of-fulfilled-desire-akm280.40|https://www.agakhanmuseum.org/dataset-images/c0e5jpct2l-22f7dcce-57a4-4647-80e8-c3a1c6cf1f5b/AKM280.f145_2015_HERO.jpg
AKM280.4|The Casket Containing Mah-Pervin is Being Pulled from the Sea|1593–1594|https://www.agakhanmuseum.org/collection/artifact/the-casket-containing-mah-pervin-is-being-pulled-from-the-sea-akm280.4|https://www.agakhanmuseum.org/dataset-images/c0c62o00ab-1c5aa222-c7c4-4263-9bc0-f5d8da088354/AKM280.4_280_f10r_HERO.jpg
AKM657|Bottle|10th–11th century|https://www.agakhanmuseum.org/collection/artifact/bottle-akm657|https://www.agakhanmuseum.org/dataset-images/bzy7twbg8q-afd63461-1ade-4d0a-b4fb-535596f8ea38/AKM00657_HERO.jpg
AKM647|Bottle|9th–10th century|https://www.agakhanmuseum.org/collection/artifact/bottle-akm647|https://www.agakhanmuseum.org/dataset-images/bzozacy18y-ad379660-427b-4269-9b30-1f0800e87a55/AKM00647_HERO.jpg
AKM100|Rustam kills the dragon|1576–77|https://www.agakhanmuseum.org/collection/artifact/rustam-kills-the-dragon-akm100|https://www.agakhanmuseum.org/dataset-images/ab70ybnrqk3-de3f64ba-333d-40db-a70f-98e2ac6447d4/AKM100_2019_HERO.jpg
AKM823|Section of a ceremonial covering (kiswa) for the Ka’ba building at the heart of the Masjid al-Haram Mosque in Mecca|late 19th – early 20th century|https://www.agakhanmuseum.org/collection/artifact/section-of-a-ceremonial-covering-kiswa-for-the-ka-ba-building-at-the-heart-of-the-masjid-al-haram-mosque-in-mecca-akm823|https://www.agakhanmuseum.org/dataset-images/86rb6ypbr67-32b12470-980f-4160-a264-118593e52da8/AKM00823A_HERO.jpg
AKM441|A Young Man in a Landscape|ca. 1650|https://www.agakhanmuseum.org/collection/artifact/a-young-man-in-a-landscape-akm441|https://www.agakhanmuseum.org/dataset-images/7urqpg5foq3-5dee14f4-6358-4da5-9406-fe3b74c2ed77/AKM441_2014_HERO.jpg
AKM440|A Lady Seated Under a Tree|1640–50|https://www.agakhanmuseum.org/collection/artifact/a-lady-seated-under-a-tree-akm440|https://www.agakhanmuseum.org/dataset-images/7urkkdmxa93-6f740740-d39f-4ad8-9ced-2b4b2fe31d42/AKM440_2013_HERO.jpg
AKM438|A Prince Seated in a Rocky Landscape|1640–60|https://www.agakhanmuseum.org/collection/artifact/a-prince-seated-in-a-rocky-landscape-akm438|https://www.agakhanmuseum.org/dataset-images/7urgipjb9mz-177cdade-231f-41e6-b545-5d7b62986240/AKM438_2019_HERO.jpg
AKM437|A Seated Young Man|1630–50|https://www.agakhanmuseum.org/collection/artifact/a-seated-young-man-akm437|https://www.agakhanmuseum.org/dataset-images/7urdhweiuab-8200276c-fb1d-4416-af9a-80b6632db7d6/AKM437_2013_HERO.jpg
AKM435|A Young Man in Contemplation|1620–30|https://www.agakhanmuseum.org/collection/artifact/a-young-man-in-contemplation-akm435|https://www.agakhanmuseum.org/dataset-images/7urajperpn3-2d9e38ec-5fcf-46d4-9f9d-fa83459fb7d8/AKM435_2013_HERO.jpg
AKM433|A Hunter Carrying an Ibex on His Back|1620–30|https://www.agakhanmuseum.org/collection/artifact/a-hunter-carrying-an-ibex-on-his-back-akm433|https://www.agakhanmuseum.org/dataset-images/7ur7x39d32j-f3eb51be-aa3d-47f4-9bb0-2dde4315d1e4/AKM433_2013_HERO.jpg
AKM432|Shepherd with Sheep and Wild Goats|1625–50|https://www.agakhanmuseum.org/collection/artifact/shepherd-with-sheep-and-wild-goats-akm432|https://www.agakhanmuseum.org/dataset-images/7ur5fvrep5j-03e0164a-2929-45af-99a1-c9bb014542b2/AKM432_2013_HERO.jpg
AKM426|Courtier Holding a Portrait|ca. 1590|https://www.agakhanmuseum.org/collection/artifact/courtier-holding-a-portrait-akm426|https://www.agakhanmuseum.org/dataset-images/7uqzecyyxdf-be4328ec-2891-4ac5-9802-add23b9a377c/AKM426_2013_HERO.jpg
AKM425|A Seated Lady|ca. 1600|https://www.agakhanmuseum.org/collection/artifact/a-seated-lady-akm425|https://www.agakhanmuseum.org/dataset-images/7uqwe66nvgf-570d3494-dccf-4066-8a96-b17a4ab3f904/AKM425_2013_HERO.jpg
AKM422|Shirin Before Her Bath|1580–90|https://www.agakhanmuseum.org/collection/artifact/shirin-before-her-bath-akm422|https://www.agakhanmuseum.org/dataset-images/7uqt5sjfz33-557e476c-27d0-4a64-8829-6b0526500a69/AKM422_2013_HERO.jpg
AKM421|A Hunting Scene|ca. 1580|https://www.agakhanmuseum.org/collection/artifact/a-hunting-scene-akm421|https://www.agakhanmuseum.org/dataset-images/7uqojfd0xrb-287c844c-af5d-4e25-af31-a1b8e5350bd7/AKM421_2013_HERO.jpg
AKM908|An Emaciated Horse Harassed by Birds|mid-17th century|https://www.agakhanmuseum.org/collection/artifact/an-emaciated-horse-harassed-by-birds-akm908|https://www.agakhanmuseum.org/dataset-images/7u4myrortnv-f997afaf-dd96-4a9e-bbba-f40eb6b4d3ff/AKM908_2014_HERO.jpg
AKM906|Learned Man|1575–80|https://www.agakhanmuseum.org/collection/artifact/learned-man-akm906|https://www.agakhanmuseum.org/dataset-images/7u4fae8f5cn-aea27d1c-0e0e-4e3b-9140-c3712bc1e919/AKM906_2013_HERO.jpg
AKM201|A Drowsy Courtier Reading by Candlelight|ca. 1630|https://www.agakhanmuseum.org/collection/artifact/a-drowsy-courtier-reading-by-candlelight-akm201|https://www.agakhanmuseum.org/dataset-images/7u3hy6c2wwb-99a9a669-d086-4858-820b-02d858a035be/AKM201_2013_HERO.jpg
AKM197|Young Woman in Indian Dress|1683|https://www.agakhanmuseum.org/collection/artifact/young-woman-in-indian-dress-akm197|https://www.agakhanmuseum.org/dataset-images/7u3f81u0b8j-ba60d635-eaab-4053-8887-30364671a9d4/AKM197_2013_HERO.jpg
AKM196|A Portuguese Scholar|ca. 1630|https://www.agakhanmuseum.org/collection/artifact/a-portuguese-scholar-akm196|https://www.agakhanmuseum.org/dataset-images/7u3a773bo9n-1172c626-3c0b-4aaf-8a6f-9107b6613c48/AKM196_2013_HERO.jpg
AKM192|A Seated Artist with His Drawing Board|ca. 1600|https://www.agakhanmuseum.org/collection/artifact/a-seated-artist-with-his-drawing-board-akm192|https://www.agakhanmuseum.org/dataset-images/7u326b6c0bv-be3b49d6-8c77-4c49-bcdb-b12c4c0050b2/AKM192_2013_HERO.jpg
AKM187|Two Struggling Elephants|ca. 1630|https://www.agakhanmuseum.org/collection/artifact/two-struggling-elephants-akm187|https://www.agakhanmuseum.org/dataset-images/7u2zqe63doz-959aa229-232a-4d22-83db-083c8f659071/AKM187_2013_HERO.jpg
AKM179|Chained Elephant Eating Sugar Cane|ca. 1645|https://www.agakhanmuseum.org/collection/artifact/chained-elephant-eating-sugar-cane-akm179|https://www.agakhanmuseum.org/dataset-images/7u2w3vvwggz-36c8cd9d-7898-4646-b11d-222a4e5d137e/AKM179_2013_HERO.jpg
AKM166|Salim and the Captured Cheetah|ca. 1602|https://www.agakhanmuseum.org/collection/artifact/salim-and-the-captured-cheetah-akm166|https://www.agakhanmuseum.org/dataset-images/7u2t3nb2t17-76f5a8f8-b894-4464-9b3b-17b3ceab3c64/AKM166_2014_HERO.jpg
AKM150|Woman in a Landscape|1640–41|https://www.agakhanmuseum.org/collection/artifact/woman-in-a-landscape-akm150|https://www.agakhanmuseum.org/dataset-images/7u2il7ezdkf-fe36c2a5-66fd-40ae-8415-839ca59ccca5/AKM150_2013_HERO.jpg
AKM141|Akbar and a Dervish|ca. 1586–87|https://www.agakhanmuseum.org/collection/artifact/akbar-and-a-dervish-akm141|https://www.agakhanmuseum.org/dataset-images/7u2db6dp8db-db53709a-c0c3-406e-aa02-b22b6d974f3b/AKM141_2013_HERO.jpg
AKM112|A Lion and a Kylin|26 Jamada al-Awwal 11[0]9 (December 10, 1697)|https://www.agakhanmuseum.org/collection/artifact/a-lion-and-a-kylin-akm112|https://www.agakhanmuseum.org/dataset-images/7u27manaygj-c9a45fda-c46e-4c50-8b76-6b19160a189d/AKM112_2013_HERO.jpg
AKM108|A Dragon in a Landscape|ca. 1610|https://www.agakhanmuseum.org/collection/artifact/a-dragon-in-a-landscape-akm108|https://www.agakhanmuseum.org/dataset-images/7t9eev82pm3-66cb0af0-1dac-4a17-be6d-192edf0546c1/AKM108_2013_HERO.jpg
AKM105|Man on Horseback Attacked by a Dragon|ca. 1595|https://www.agakhanmuseum.org/collection/artifact/man-on-horseback-attacked-by-a-dragon-akm105|https://www.agakhanmuseum.org/dataset-images/7t995u4yqh3-8e26e1ae-f7fb-4d07-a694-90b0a2cf476c/AKM105_2013_HERO.jpg
AKM104|Convention of Sufis|ca. 1580|https://www.agakhanmuseum.org/collection/artifact/convention-of-sufis-akm104|https://www.agakhanmuseum.org/dataset-images/7t9241sf1w3-9d485ee1-ddd5-4c8b-b4f1-bbe788bb14d7/AKM104_2013_HERO.jpg
AKM97|Young Falconer|ca. 1580|https://www.agakhanmuseum.org/collection/artifact/young-falconer-akm97|https://www.agakhanmuseum.org/dataset-images/7qp0y9i4eg3-f71eb131-a46b-4695-9008-adaa5d276502/AKM97_2013_HERO.jpg
AKM95|Two Caracals and Two Deer|ca. 1485|https://www.agakhanmuseum.org/collection/artifact/two-caracals-and-two-deer-akm95|https://www.agakhanmuseum.org/dataset-images/7qoatlo0f1z-2076b10b-f11e-4bc7-85cc-8ed6fdc363ad/AKM95_2013_HERO.jpg
AKM82|Struggle of a Lion and a Dragon|ca. 1650|https://www.agakhanmuseum.org/collection/artifact/struggle-of-a-lion-and-a-dragon-akm82|https://www.agakhanmuseum.org/dataset-images/7qnuqioa0d3-eaedf853-6d30-46b9-91f9-a368363aa182/AKM82_2013_HERO.jpg
AKM76|Man Struggling with Three Snakes|10 Shawwal 1041 (April 30, 1632)|https://www.agakhanmuseum.org/collection/artifact/man-struggling-with-three-snakes-akm76|https://www.agakhanmuseum.org/dataset-images/7qnl9fe5s9f-a0999f6b-e8e5-4226-9390-391c9e22a29b/AKM76_2014_HERO.jpg
AKM75|Two Fighting Camels|ca. 1630|https://www.agakhanmuseum.org/collection/artifact/two-fighting-camels-akm75|https://www.agakhanmuseum.org/dataset-images/7qmbl3jqdur-df4a0943-20a2-44c4-90a0-a3bece7d96d6/AKM75_2013_HERO.jpg
AKM73|Camel and Groom|ca. 1570|https://www.agakhanmuseum.org/collection/artifact/camel-and-groom-akm73|https://www.agakhanmuseum.org/dataset-images/7qm77edjutj-ca994d37-fed5-4a5e-bc9f-90be1f3705d5/AKM73_2013_HERO.jpg
AKM65|Gushtasp Proves His Polo Before Caesar|after 1537|https://www.agakhanmuseum.org/collection/artifact/gushtasp-proves-his-polo-before-caesar-akm65|https://www.agakhanmuseum.org/dataset-images/7ql33awabxb-363a2fdc-554b-437c-b5f3-6c32591dadb9/AKM65_2013_HERO.jpg
AKM39|Monkeys Taunting a Lion|early 15th century|https://www.agakhanmuseum.org/collection/artifact/monkeys-taunting-a-lion-akm39|https://www.agakhanmuseum.org/dataset-images/7qkn2gfo6zv-48d32f34-8422-4ac7-a94f-2cb284501d74/AKM39_2013_HERO.jpg
AKM534|Calligraphic Painting by Isma‘il Jalayir|ca. 1860–70|https://www.agakhanmuseum.org/collection/artifact/calligraphic-painting-by-isma-il-jalayir-akm534|https://www.agakhanmuseum.org/dataset-images/6oa5cqwxpcz-e2bac4a1-e600-460c-a727-5564c4ed2668/AKM534_2017_HERO.jpg
AKM675|Narrow tiraz panel with cursive inscription|mid-12th century|https://www.agakhanmuseum.org/collection/artifact/narrow-tiraz-panel-with-cursive-inscription-akm675|https://www.agakhanmuseum.org/dataset-images/6cc2mmgt37z-13099c02-c1e0-4e5d-aee5-ee4c2b6141bd/AKM675_AT_2016_HERO.jpg
AKM673|Tiraz textile|second half of 11th century|https://www.agakhanmuseum.org/collection/artifact/tiraz-textile-akm673|https://www.agakhanmuseum.org/dataset-images/6cbzg3h3uej-33b4452d-4d0a-4c6c-92c2-6722e9cfdfce/AKM673_AT_2016_HERO.jpg
AKM669|Tiraz textile with gold tapestry-woven inscription|early 11th century|https://www.agakhanmuseum.org/collection/artifact/tiraz-textile-with-gold-tapestry-woven-inscription-akm669|https://www.agakhanmuseum.org/dataset-images/6cbplsj8cb7-aa441705-b06e-40e2-9444-c7f3e4e9cc10/AKM669_AT01_2016_HERO1.jpg
AKM529|Depiction of the Masjid al-Haram (Holy Sanctuary) at Mecca|late 18th century|https://www.agakhanmuseum.org/collection/artifact/depiction-of-the-masjid-al-haram-holy-sanctuary-at-mecca-akm529|https://www.agakhanmuseum.org/dataset-images/6cbbb0d51hr-4cb1f598-65ce-477b-8722-f8ad8809d740/.jpg
AKM304|Tiraz textile with wide tapestry-woven decorative bands|mid-12th century|https://www.agakhanmuseum.org/collection/artifact/tiraz-textile-with-wide-tapestry-woven-decorative-bands-akm304|https://www.agakhanmuseum.org/dataset-images/6bo5qk4aacr-6ce6d229-d552-4f88-a517-c21af5c090bc/AKM304_AT_2016_HERO.jpg
AKM92|Rustam shooting Ashkabus and his horse|ca. 1494|https://www.agakhanmuseum.org/collection/artifact/rustam-shooting-ashkabus-and-his-horse-akm92|https://www.agakhanmuseum.org/dataset-images/49mmbdkrmst-0032ee57-4876-4996-b79d-8942496d0ab9/AKM92_gold_2017_HERO.jpg
AKM903|Faridun Tests his Sons|ca. 1535|https://www.agakhanmuseum.org/collection/artifact/faridun-tests-his-sons-akm903|https://www.agakhanmuseum.org/dataset-images/3797dn8haa5-bf8d221c-ae48-4c9c-896c-4540b7f8bfb2/AKM903_2017_HERO.jpg
AKM670|Tiraz textile with red inscription|third quarter of 10th c.|https://www.agakhanmuseum.org/collection/artifact/tiraz-textile-with-red-inscription-akm670|https://www.agakhanmuseum.org/dataset-images/378wwgtebdv-eb6f4d74-0a79-436a-8be0-e1adf55880ed/AKM670_AT_2016_HERO.jpg
AKM517|Jami’ al-tavarikh: Tarikh-I Mubarak-I Ghazani (The blessed History of Ghazan) By Rashid al-Din Fazlullah (d.1318)|late 14th or early 15th c.|https://www.agakhanmuseum.org/collection/artifact/jami-al-tavarikh-tarikh-i-mubarak-i-ghazani-the-blessed-history-of-ghazan-akm517|https://www.agakhanmuseum.org/dataset-images/378da19ouw3-39558f39-670b-4c4e-84f8-cf078edbf4b7/AKM517_2015_HERO.jpg
AKM495|Salm and Tur Receive the Reply of Faridun and Manuchihr|ca. 1522–1535|https://www.agakhanmuseum.org/collection/artifact/salm-and-tur-receive-the-reply-of-faridun-and-manuchihr-akm495|https://www.agakhanmuseum.org/dataset-images/377tjfdor9d-92fda9e4-dd52-4201-8132-c15e4996f3da/AKM495_2017_HERO.jpg
AKM395|Pair of lacquer book covers|ca. 1800–40|https://www.agakhanmuseum.org/collection/artifact/pair-of-lacquer-book-covers-akm395|https://www.agakhanmuseum.org/dataset-images/377m0ozbj97-1635b2ff-b328-494c-a611-7d4361b6c602/AKM395_2017_HERO.jpg
AKM88|Firdausi and the Court Poets of Ghazni|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/firdausi-and-the-court-poets-of-ghazni-akm88|https://www.agakhanmuseum.org/dataset-images/36ib70q23yt-86c424b7-c983-4337-a632-da9339520d74/AKM00088_INDEX.jpg
AKM35|Isfandiyar’s third exploit: he kills a dragon|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/isfandiyars-third-exploit-he-kills-a-dragon-akm35|https://www.agakhanmuseum.org/dataset-images/36fxld6acjx-613361ce-0a69-4fbc-8b93-473ecf8fbbce/AKM35_2017_HERO.jpg
AKM34|Isfandiyar’s second exploit: he kills two lions|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/isfandiyars-second-exploit-he-kills-two-lions-akm34|https://www.agakhanmuseum.org/dataset-images/36fu0pkeis7-7bf6aa55-8793-41d6-a0f7-e5df819d8ef7/AKM34_2017_HERO.jpg
AKM30|Kay Kavus airborne|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/kay-kavus-airborne-akm30|https://www.agakhanmuseum.org/dataset-images/36avx33jmiz-3b2e67a1-6989-40c1-937d-48f0ebe16a6e/AKM30_2017_HERO.jpg
AKM26|The arrival of a Prophet|early 14th century|https://www.agakhanmuseum.org/collection/artifact/the-arrival-of-a-prophet-akm26|https://www.agakhanmuseum.org/dataset-images/36a5nq5msop-9a45212b-2cd4-468d-9746-668f8324ce62/AKM26_2017_HERO.jpg
AKM125|Khusrau Spies Shirin Bathing|ca. 1610|https://www.agakhanmuseum.org/collection/artifact/khusrau-spies-shirin-bathing-akm125|https://www.agakhanmuseum.org/dataset-images/-l3h9tihh-c43a16b6-ba86-4a34-843e-b7ef681f9af3/AKM125_2013_web2.jpg
AKM449|Bahram Gur Wrestling before King Shangol of India|1666–7|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-wrestling-before-king-shangol-akm449|https://www.agakhanmuseum.org/dataset-images/8993rnzrjz-2f60cd60-3acf-4b97-b0d0-c9a655f2e9f7/AKM449_2015_web2.jpg
AKM427|Rustam Kills Akvan the Div|ca. 1600|https://www.agakhanmuseum.org/collection/artifact/rustam-kills-akvan-the-div-akm427|https://www.agakhanmuseum.org/dataset-images/-fo3zsipz-1a9cdb88-0f6a-4f93-b1d6-d9c10439b449/AKM427_web.jpg
AKM274|Rustam Fighting Puladvand and His Army of Divs (Demons)|1657|https://www.agakhanmuseum.org/collection/artifact/rustam-fighting-puladvand-akm274|https://www.agakhanmuseum.org/dataset-images/887qe73ugw-de2abb2f-ad77-4b30-986f-06cb1d4731ec/AKM274_2016_web2.jpg
AKM462|A Composite Ox with a Demon Groom|ca. 1810–30|https://www.agakhanmuseum.org/collection/artifact/a-composite-ox-with-a-demon-groom-akm462|https://www.agakhanmuseum.org/dataset-images/885gn0s87b-8969f669-9545-467a-b900-e903e1032544/AKM462_2016_web2.jpg
AKM143|A Composite Elephant with Rider and Groom|ca. 1600; borders: ca. 1640|https://www.agakhanmuseum.org/collection/artifact/a-composite-elephant-with-rider-and-groom-akm143|https://www.agakhanmuseum.org/dataset-images/882duskc88-665a8a9c-1d70-4db9-a3bc-0ee83b28c91b/AKM143_2014_web2.jpg
AKM488|Qur’an Manuscript|1804/AH 1219|https://www.agakhanmuseum.org/collection/artifact/quran-akm488|https://www.agakhanmuseum.org/dataset-images/86qkavwt6w-3abce08d-3cba-49ff-95d7-1aef54c99f94/quran_AKM488_indonesian_quran_2000_0.jpg
AKM824|Qur'an Anthology|second half of the 18th century|https://www.agakhanmuseum.org/collection/artifact/quran-anthology-akm824|https://www.agakhanmuseum.org/dataset-images/857jcvd0ba-9b114304-ba06-411b-a9a5-a6b41b41354a/quran_AKM824_quran_anthology_2000_0.jpg
AKM829|Qur’an Juz’|mid-15th century|https://www.agakhanmuseum.org/collection/artifact/quran-juz-akm829|https://www.agakhanmuseum.org/dataset-images/7kkv2jjg85-7951db17-9ff7-4e14-9edd-0f28ed483e74/Quran-Juz-AKM829_2000.jpg
AKM786|Bowl|early 14th century|https://www.agakhanmuseum.org/collection/artifact/bowl-akm786|https://www.agakhanmuseum.org/dataset-images/7kilysrgwq-f01ab99f-17b3-40c7-8076-215761e41a03/ceramics_AKM786B_bowl_2000.jpg
AKM360|Accordion Album of Calligraphic Examples in|1800–50|https://www.agakhanmuseum.org/collection/artifact/accordion-album-calligraphic-examples-shikasteh-nastaliq-akm360|https://www.agakhanmuseum.org/dataset-images/7kheosg75u-024b3fa7-63ad-4834-8d3f-d9043a47ba64/calligraphy_AKM360A_accordion_2000.jpg
AKM616|Plaque|late 17th century|https://www.agakhanmuseum.org/collection/artifact/plaque-akm616|https://www.agakhanmuseum.org/dataset-images/7kahv9hcqw-12f4df77-359c-4d3b-a110-8713df4f8f2c/metalwork_AKM616_plaque_2000.jpg
AKM613|Candlestick|ca. 1560|https://www.agakhanmuseum.org/collection/artifact/candlestick-shamdan-akm613|https://www.agakhanmuseum.org/dataset-images/7k8wnpzxn2-b4a75ba4-e65c-46c5-9470-a8705c05e45a/metalwork_AKM613_candlestick_2000.jpg
AKM266|The Constellation Auriga|1640s–1650s|https://www.agakhanmuseum.org/collection/artifact/constellation-auriga-akm266|https://www.agakhanmuseum.org/dataset-images/7k7b9ba9ly-e9d2906d-cf3a-423f-ad59-22ec2b2d357c/science_AKM266A_Constellation_Auriga_2000.jpg
AKM83||ca. 1300|https://www.agakhanmuseum.org/collection/artifact/shiqraq-green-magpie-akm83|https://www.agakhanmuseum.org/dataset-images/7k381wl663-50f409ea-5e20-4ea0-8cd4-6d24cfc09ab4/science_AKM83_green_magpie_2000.jpg
AKM492|Qur’an Scroll|1847|https://www.agakhanmuseum.org/collection/artifact/quran-scroll-akm492|https://www.agakhanmuseum.org/dataset-images/7jz4ff1fak-8ffdddf5-8d53-4cce-ae3c-87a3b9c2b7c1/qur'an_AKM492_quran_scroll_2000.jpg
AKM279|Qur’an Juz’|14th century|https://www.agakhanmuseum.org/collection/artifact/quran-juz-akm279|https://www.agakhanmuseum.org/dataset-images/7jwjumxsa1-00ba5f08-3759-47af-83ea-131ef36e5078/quran_AKM279_quran_juz_2000.jpg
AKM248|Folio, from a manuscript known as the “Blue Qur’an”|ca. 950|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-manuscript-known-as-the-blue-qur-an-akm248|https://www.agakhanmuseum.org/dataset-images/7j4t4pd5o5-6429e181-651f-497e-8e4a-ddd4051dbfd3/qur'an_AKM248_blue_folio_2000.jpg
AKM284.2|A Fight in the Bazaar|ca. 1604|https://www.agakhanmuseum.org/collection/artifact/fight-bazaar-akm284|https://www.agakhanmuseum.org/dataset-images/7j2cg8sdc9-69745f02-ed10-4bda-a9fb-87c3bf48f2a0/manuscripts_AKM284_bazaar_fight_2000.jpg
AKM111|A Resting Lion|14 Shawwal 1082 (February 13, 1672)|https://www.agakhanmuseum.org/collection/artifact/resting-lion-detail-akm111|https://www.agakhanmuseum.org/dataset-images/7ptkh4zp3zz-2354dffa-acbd-482b-93db-0ad338c9e1d5/AKM111_2013_HERO.jpg
AKM557|Bowl|early 13th centuries|https://www.agakhanmuseum.org/collection/artifact/bowl-akm557|https://www.agakhanmuseum.org/dataset-images/7ivl53umoq-b8d6953f-607d-47c9-b26a-41cac1e30310/ceramics_AKM557A_horseman_bowl_2000.jpg
AKM482|Qur’an Folio|10th century|https://www.agakhanmuseum.org/collection/artifact/quran-folio-akm482|https://www.agakhanmuseum.org/dataset-images/7iofz2kkmq-f32013f1-d6ae-4f59-9a23-cbd2e5713c5c/qur'an_AKM482_kuficscript_2000.jpg
AKM254|Page of Nasta‘liq Calligraphy|1540|https://www.agakhanmuseum.org/collection/artifact/page-nastaliq-calligraphy-akm254|https://www.agakhanmuseum.org/dataset-images/7i30y2ftuv-17379741-3fa0-4590-a648-6317ab4672ee/calligraphy_AKM254_neyshaburi_2000.jpg
AKM590|Two tiles with iris plants, from a spandrel panel|ca. 1660–70|https://www.agakhanmuseum.org/collection/artifact/tile-panel-akm590|https://www.agakhanmuseum.org/dataset-images/67f3ts9acv7-3cab4e3f-ccf3-4d09-b9a0-5b1765ea4812/AKM590_2013_HERO.jpg
AKM583 and AKM584|Tiles|1560|https://www.agakhanmuseum.org/collection/artifact/tiles-akm583-akm584|https://www.agakhanmuseum.org/dataset-images/7hxabk85lp-ff084445-3176-44f9-965f-c0449cdcb599/architecture_AKM583_584_tiles_2000.jpg
AKM827|Tile Panel|second half of 14th century|https://www.agakhanmuseum.org/collection/artifact/tile-panel-akm827|https://www.agakhanmuseum.org/dataset-images/7hvx1fp8ys-737c810b-02a5-4dc8-b8a1-98355aafa5ec/architecture_AKM827_TilePanel_2000.jpg
AKM571|Panel of Three Arches|15th–17th centuries|https://www.agakhanmuseum.org/collection/artifact/panel-akm571|https://www.agakhanmuseum.org/dataset-images/2u98mn42v0x-4d179f34-c5e9-40d9-9c8a-8cb75013b057/AKM00571_HERO.jpg
AKM912|Cenotaph|1101|https://www.agakhanmuseum.org/collection/artifact/cenotaph-akm912|https://www.agakhanmuseum.org/dataset-images/7htbs4co18-d7e3311e-eec4-4f35-86f2-54bc0f266f78/architecture_AKM912_Cenotaph_2000.jpg
AKM703|Panel|second half of 15th century|https://www.agakhanmuseum.org/collection/artifact/panel-akm703|https://www.agakhanmuseum.org/dataset-images/7gyfwnr3ph-4fb85642-be85-4f8b-9ac8-81694b1469fa/architecture_AKM703_2000.jpg
AKM238|Qur’an Folio (Q78: 1–38)|850–900|https://www.agakhanmuseum.org/collection/artifact/quran-folio-akm238|https://www.agakhanmuseum.org/dataset-images/7fr0qrgmr4-12b9de89-5d37-4ab6-9762-9d1f1eec0993/qur'an_AKM238_kufic_script_2000.jpg
